# Target Sample Rate: 400 Hz
time,gFx,gFy,gFz,TgF
2.121265104,0.4201,0.4996,0.7478,0.993
2.126247812,0.4094,0.4967,0.7453,0.985
2.129446041,0.4104,0.4952,0.7453,0.984
2.133416406,0.3987,0.4952,0.7487,0.982
2.137631874,0.3991,0.4928,0.7424,0.976
2.140996458,0.3904,0.4918,0.7492,0.978
2.145655416,0.3840,0.4991,0.7468,0.977
2.148207135,0.3782,0.5006,0.7448,0.974
2.150885729,0.3762,0.5011,0.7458,0.974
2.154192656,0.3747,0.5016,0.7434,0.972
2.159807291,0.3708,0.5026,0.7331,0.963
2.163412708,0.3673,0.5021,0.7375,0.965
2.167836562,0.3703,0.5055,0.7282,0.961
2.17068177,0.3693,0.5050,0.7321,0.963
2.175046562,0.3703,0.5089,0.7219,0.958
2.177653385,0.3738,0.5040,0.7229,0.957
2.180443593,0.3703,0.5045,0.7160,0.951
2.182967499,0.3688,0.5074,0.7146,0.951
2.187472968,0.3738,0.5074,0.7111,0.950
2.191065468,0.3796,0.5055,0.7014,0.944
2.195502708,0.3801,0.5016,0.6916,0.935
2.200203541,0.3821,0.5040,0.6754,0.925
2.202699843,0.3777,0.5011,0.6691,0.917
2.210263541,0.3811,0.4991,0.6593,0.911
2.215007708,0.3757,0.4991,0.6305,0.888
2.221156301,0.3688,0.5030,0.6158,0.877
2.224822187,0.3547,0.5030,0.5978,0.858
2.229558437,0.3468,0.5113,0.5900,0.854
2.232450676,0.3420,0.5143,0.5841,0.850
2.236981041,0.3297,0.5153,0.5718,0.837
2.240211979,0.3283,0.5182,0.5718,0.839
2.244503593,0.3180,0.5196,0.5621,0.829
2.249219687,0.3102,0.5172,0.5543,0.819
2.25254927,0.3044,0.5240,0.5538,0.821
2.257232551,0.3004,0.5206,0.5577,0.820
2.261731926,0.2941,0.5245,0.5543,0.818
2.266488958,0.2956,0.5177,0.5567,0.816
2.273641874,0.2980,0.5206,0.5572,0.819
2.277909999,0.2941,0.5104,0.5596,0.812
2.281262499,0.2936,0.5079,0.5626,0.813
2.284193958,0.2921,0.5011,0.5704,0.813
2.288919322,0.2941,0.4977,0.5709,0.812
2.293744531,0.2965,0.4879,0.5748,0.810
2.298613854,0.2946,0.4840,0.5733,0.806
2.301215364,0.2892,0.4801,0.5772,0.805
2.305200781,0.2853,0.4811,0.5821,0.807
2.308382864,0.2834,0.4776,0.5806,0.803
2.310889322,0.2765,0.4791,0.5821,0.803
2.313713489,0.2736,0.4791,0.5796,0.800
2.320907499,0.2677,0.4776,0.5841,0.801
2.326651301,0.2472,0.4825,0.5796,0.794
2.329441614,0.2413,0.4855,0.5757,0.791
